Index,Title,Authors,DOI,Base
91,Genetics of response to cognitive behavior therapy in adults with major depression: a preliminary report.,"Andersson, Evelyn; Crowley, James J; Lindefors, Nils; Ljótsson, Brjánn; Hedman-Lagerlöf, Erik; Boberg, Julia; El Alaoui, Samir; Karlsson, Robert; Lu, Yi; Mattheisen, Manuel; Kähler, Anna K; Svanborg, Cecilia; Mataix-Cols, David; Mattsson, Simon; Forsell, Erik; Kaldo, Viktor; Schalling, Martin; Lavebratt, Catharina; Sullivan, Patrick F; Rück, Christian",10.1038/s41380-018-0289-9,bvs
92,Analyzing test batteries in animal models of psychopathology with multivariate analysis of variance (MANOVA): One possible approach to increase external validity.,"Stukalin, Yelena; Einat, Haim",10.1016/j.pbb.2017.11.003,bvs
93,[Influence of a therapeutic patient education (TPE) program on quality of life in bipolar disorder: Preliminary results]./ Influence d'un programme d'éducation thérapeutique du patient (ETP) sur la qualité de vie de personnes souffrant d'un trouble bipolaire : premiers résultats.,"Lequimener-de Lorgeril, V; Chirio-Espitalier, M; Grall-Bronnec, M",10.1016/j.encep.2018.04.001,bvs
94,Rise and shine: A treatment experiment testing a morning routine to decrease subjective sleep inertia in insomnia and bipolar disorder.,"Kaplan, Katherine A; Talavera, David C; Harvey, Allison G",10.1016/j.brat.2018.10.009,bvs
95,Long-acting injectable antipsychotics as maintenance treatments for bipolar disorder-A critical review of the evidence.,"Boyce, Philip; Irwin, Lauren; Morris, Grace; Hamilton, Amber; Mulder, Roger; Malhi, Gin S; Porter, Richard J",10.1111/bdi.12698,bvs
96,A Focused Review on the Treatment of Pediatric Patients with Atypical Antipsychotics.,"Lee, Esther S; Vidal, Carol; Findling, Robert L",10.1089/cap.2018.0037,bvs
97,"Smokers with bipolar disorder, other affective disorders, and no mental health conditions: Comparison of baseline characteristics and success at quitting in a large 12-month behavioral intervention randomized trial.","Heffner, Jaimee L; Mull, Kristin E; Watson, Noreen L; McClure, Jennifer B; Bricker, Jonathan B",10.1016/j.drugalcdep.2018.08.034,bvs
98,Management of Post-Traumatic Nightmares: a Review of Pharmacologic and Nonpharmacologic Treatments Since 2013.,"Waltman, Scott H; Shearer, David; Moore, Bret A",10.1007/s11920-018-0971-2,bvs
99,Neurocognitive effects of six ketamine infusions and the association with antidepressant response in patients with unipolar and bipolar depression.,"Zhou, Yanling; Zheng, Wei; Liu, Weijian; Wang, Chengyu; Zhan, Yanni; Li, Hanqiu; Chen, Lijian; Li, Mingding; Ning, Yuping",10.1177/0269881118798614,bvs
100,Effect of action-based cognitive remediation on cognition and neural activity in bipolar disorder: study protocol for a randomized controlled trial.,"Ott, Caroline V; Vinberg, Maj; Bowie, Christopher R; Christensen, Ellen Margrethe; Knudsen, Gitte M; Kessing, Lars V; Miskowiak, Kamilla W",10.1186/s13063-018-2860-8,bvs
101,Mindfulness-based cognitive therapy for bipolar disorder: A systematic review.,"Lovas, David A; Schuman-Olivier, Zev",10.1016/j.jad.2018.06.017,bvs
102,Towards a biomarker model for cognitive improvement: No change in memory-related prefrontal engagement following a negative cognitive remediation trial in bipolar disorder.,"Macoveanu, Julian; Demant, Kirsa M; Vinberg, Maj; Siebner, Hartwig R; Kessing, Lars V; Miskowiak, Kamilla W",10.1177/0269881118783334,bvs
103,Symptom Dimensions and Trajectories of Functioning Among Bipolar Youth: A Cluster Analysis.,"Peters, Amy T; Weinstein, Sally M; Isaia, Ashley; VAN Meter, Anna; Zulauf, Courtney A; West, Amy E",10.1097/PRA.0000000000000307,bvs
104,Is it possible for people with severe mental illness to sit less and move more? A systematic review of interventions to increase physical activity or reduce sedentary behaviour.,"Ashdown-Franks, Garcia; Williams, Julie; Vancampfort, Davy; Firth, Joseph; Schuch, Felipe; Hubbard, Kathryn; Craig, Tom; Gaughran, Fiona; Stubbs, Brendon",10.1016/j.schres.2018.06.058,bvs
105,Imagery-Focused Cognitive Therapy (ImCT) for Mood Instability and Anxiety in a Small Sample of Patients with Bipolar Disorder: a Pilot Clinical Audit.,"Hales, Susie A; Di Simplicio, Martina; Iyadurai, Lalitha; Blackwell, Simon E; Young, Kerry; Fairburn, Christopher G; Geddes, John R; Goodwin, Guy M; Holmes, Emily A",10.1017/S1352465818000334,bvs
106,Statins and cognition in late-life bipolar disorder.,"Rej, Soham; Schulte, Sarah Waters; Rajji, Tarek K; Gildengers, Ariel G; Miranda, Dielle; Menon, Mahesh; Butters, Meryl A; Mulsant, Benoit H",10.1002/gps.4956,bvs
107,Intrinsic functional neurocircuitry associated with treatment response to transdiagnostic CBT in bipolar disorder with anxiety.,"Ellard, Kristen K; Gosai, Aishwarya G; Bernstein, Emily E; Kaur, Navneet; Sylvia, Lousia G; Camprodon, Joan A; Dougherty, Darin D; Nierenberg, Andrew A; Deckersbach, Thilo",10.1016/j.jad.2018.06.002,bvs
108,Long-term Sustained Cognitive Benefits of Vagus Nerve Stimulation in Refractory Depression.,"Desbeaumes Jodoin, Véronique; Richer, François; Miron, Jean-Philippe; Fournier-Gosselin, Marie-Pierre; Lespérance, Paul",10.1097/YCT.0000000000000502,bvs
109,"Autism Spectrum Disorder: Classification, diagnosis and therapy.","Sharma, Samata R; Gonda, Xenia; Tarazi, Frank I",10.1016/j.pharmthera.2018.05.007,bvs
110,A mania-related memory bias is associated with risk for relapse in bipolar disorder<sup/>.,"Meyer, Thomas D; Hautzinger, Martin; Bauer, Isabelle E",10.1016/j.jad.2018.04.044,bvs
111,"Effectiveness of preventive cognitive therapy while tapering antidepressants versus maintenance antidepressant treatment versus their combination in prevention of depressive relapse or recurrence (DRD study): a three-group, multicentre, randomised controlled trial.","Bockting, Claudi L H; Klein, Nicola S; Elgersma, Hermien J; van Rijsbergen, Gerard D; Slofstra, Christien; Ormel, Johan; Buskens, Erik; Dekker, Jack; de Jong, Peter J; Nolen, Willem A; Schene, Aart H; Hollon, Steven D; Burger, Huibert",10.1016/S2215-0366(18)30100-7,bvs
112,Transdiagnostic and diagnosis-specific dynamic functional connectivity anchored in the right anterior insula in major depressive disorder and bipolar depression.,"Pang, Yajing; Chen, Heng; Wang, Yifeng; Long, Zhiliang; He, Zongling; Zhang, Huangbin; Liao, Wei; Cui, Qian; Chen, Huafu",10.1016/j.pnpbp.2018.03.020,bvs
113,Cognitive outcomes of TMS treatment in bipolar depression: Safety data from a randomized controlled trial.,"Myczkowski, Martin L; Fernandes, Adriano; Moreno, Marina; Valiengo, Leandro; Lafer, Beny; Moreno, Ricardo A; Padberg, Frank; Gattaz, Wagner; Brunoni, Andre R",10.1016/j.jad.2018.04.022,bvs
114,[Psychotherapy for people with bipolar disorders : An overview of evidence-based procedures and new developments]./ Psychotherapie für Menschen mit bipolaren Störungen : Übersicht über evidenzbasierte Verfahren und neuere Entwicklungen.,"Stamm, T J; Sondergeld, L-M; Juckel, G; Bauer, M",10.1007/s00115-018-0482-8,bvs
115,Exploring the feasibility and acceptability of a recovery-focused group therapy intervention for adults with bipolar disorder: trial protocol.,"Beck, Alison K; Baker, Amanda; Jones, Steven; Lobban, Fiona; Kay-Lambkin, Frances; Attia, John; Banfield, Michelle",10.1136/bmjopen-2017-019203,bvs
116,Clinical and cost-effectiveness of an intervention for reducing cholesterol and cardiovascular risk for people with severe mental illness in English primary care: a cluster randomised controlled trial.,"Osborn, David; Burton, Alexandra; Hunter, Rachael; Marston, Louise; Atkins, Lou; Barnes, Thomas; Blackburn, Ruth; Craig, Thomas; Gilbert, Hazel; Heinkel, Samira; Holt, Richard; King, Michael; Michie, Susan; Morris, Richard; Morris, Steve; Nazareth, Irwin; Omar, Rumana; Petersen, Irene; Peveler, Robert; Pinfold, Vanessa; Walters, Kate",10.1016/S2215-0366(18)30007-5,bvs
117,"Towards high-quality, useful practice guidelines for child and youth mental health disorders: protocol for a systematic review and consensus exercise.","Bennett, Kathryn; Duda, Stephanie; Brouwers, Melissa; Szatmari, Peter; Newton, Amanda; McLennan, John; Sundar, Purnima; Cleverley, Kristin; Charach, Alice; Henderson, Joanna; Courtney, Darren; Rice, Maureen",10.1136/bmjopen-2017-018053,bvs
118,Glycogen synthase kinase-3ß activity and cognitive functioning in patients with bipolar I disorder.,"Munkholm, Klaus; Miskowiak, Kamilla Woznica; Jacoby, Anne Sophie; Vinberg, Maj; Leme Talib, Leda; Gattaz, Wagner Farid; Kessing, Lars Vedel",10.1016/j.euroneuro.2018.01.008,bvs
119,Prevalence of cognitive impairment in major depression and bipolar disorder.,"Douglas, Katie M; Gallagher, Peter; Robinson, Lucy J; Carter, Janet D; McIntosh, Virginia Vw; Frampton, Christopher Ma; Watson, Stuart; Young, Allan H; Ferrier, I Nicol; Porter, Richard J",10.1111/bdi.12602,bvs
120,Memory performance predicts response to psychotherapy for depression in bipolar disorder: A pilot randomized controlled trial with exploratory functional magnetic resonance imaging.,"Deckersbach, Thilo; Peters, Amy T; Shea, Conor; Gosai, Aishwarya; Stange, Jonathan P; Peckham, Andrew D; Ellard, Kristen K; Otto, Michael W; Rauch, Scott L; Dougherty, Darin D; Nierenberg, Andrew A",10.1016/j.jad.2017.12.041,bvs
121,A Brief Exposure-Based Treatment vs Cognitive Processing Therapy for Posttraumatic Stress Disorder: A Randomized Noninferiority Clinical Trial.,"Sloan, Denise M; Marx, Brian P; Lee, Daniel J; Resick, Patricia A",10.1001/jamapsychiatry.2017.4249,bvs
122,Non-Suicidal Self-Injury in Pediatric Bipolar Disorder: Clinical Correlates and Impact on Psychosocial Treatment Outcomes.,"MacPherson, Heather A; Weinstein, Sally M; West, Amy E",10.1007/s10802-017-0331-4,bvs
123,Improving functional outcome in bipolar disorder: A pilot study on metacognitive training.,"Haffner, Paula; Quinlivan, Esther; Fiebig, Jana; Sondergeld, Lene-Marie; Strasser, Elisa Sophie; Adli, Mazda; Moritz, Steffen; Stamm, Thomas Josef",10.1002/cpp.2124,bvs
124,"Proinflammatory Cytokines, Mood, and Sleep in Interepisode Bipolar Disorder and Insomnia: A Pilot Study With Implications for Psychosocial Interventions.","Dolsen, Michael R; Soehner, Adriane M; Harvey, Allison G",10.1097/PSY.0000000000000529,bvs
125,[IDEM-depression: Characteristics and evaluation of an open group that combines psychoeducation and cognitive-behavior therapy]./ IDEM-dépression : caractéristiques et évaluation d'un groupe ouvert combinant psycho-éducation et thérapie cognitivo-comportementale.,"Weiner, L; Garcia-Krafes, E; Garcia, S; Berthomier, C; Morali, A; Metzger, J-Y; Weibel, S; Javelot, H; Bertschy, G",10.1016/j.encep.2016.09.004,bvs
126,Thioredoxin is not a marker for treatment-resistance depression but associated with cognitive function: An rTMS study.,"Aydin, Efruz Pirdogan; Genç, Abdullah; Dalkiran, Mihriban; Uyar, Ece Türkyilmaz; Deniz, Ipek; Özer, Ömer Akil; Karamustafalioglu, Kayihan Oguz",10.1016/j.pnpbp.2017.04.025,bvs
127,A study of the real-world effectiveness of group psychoeducation for bipolar disorders: Is change in illness perception a key mediator of benefit?,"Etain, B; Scott, J; Cochet, B; Bellivier, F; Boudebesse, C; Drancourt, N; Lauer, S; Dusser, I; Yon, L; Fouques, D; Richard, J R; Lajnef, M; Leboyer, M; Henry, C",10.1016/j.jad.2017.11.072,bvs
128,A randomized clinical trial of adjunctive ketamine anesthesia in electro-convulsive therapy for depression.,"Zhang, Minling; Rosenheck, Robert; Lin, Xiaoming; Li, Qirong; Zhou, Yanling; Xiao, Yunshan; Huang, Xiong; Fan, Ni; He, Hongbo",10.1016/j.jad.2017.11.034,bvs
129,Stabilising sleep for patients admitted at acute crisis to a psychiatric hospital (OWLS): an assessor-blind pilot randomised controlled trial.,"Sheaves, Bryony; Freeman, Daniel; Isham, Louise; McInerney, Josephine; Nickless, Alecia; Yu, Ly-Mee; Rek, Stephanie; Bradley, Jonathan; Reeve, Sarah; Attard, Caroline; Espie, Colin A; Foster, Russell; Wirz-Justice, Anna; Chadwick, Eleanor; Barrera, Alvaro",10.1017/S0033291717003191,bvs
130,Child- and Family-Focused Cognitive Behavioral Therapy for Pediatric Bipolar Disorder: Applications for Suicide Prevention.,"Weinstein, Sally M; Cruz, Rick A; Isaia, Ashley R; Peters, Amy T; West, Amy E",10.1111/sltb.12416,bvs
131,Exploratory study of imagery rescripting without focusing on early traumatic memories for major depressive disorder.,"Yamada, Fuminori; Hiramatsu, Yoichi; Murata, Tomokazu; Seki, Yoichi; Yokoo, Mizue; Noguchi, Remi; Shibuya, Takayuki; Tanaka, Mari; Takanashi, Rieko; Shimizu, Eiji",10.1111/papt.12164,bvs
132,Interaction between pre-treatment drug use and heterogeneity of psychiatric diagnosis predicts outcomes in outpatients with co-occurring disorders.,"Oluwoye, Oladunni; Hirchak, Katherine; Leickly, Emily; Skalisky, Jordan; McPherson, Sterling; Srebnik, Debra; Roll, John M; Ries, Richard K; McDonell, Michael G",10.1016/j.psychres.2017.11.070,bvs
133,Usefulness of the Montreal Cognitive Assessment (MoCA) to monitor cognitive impairments in depressed patients receiving electroconvulsive therapy.,"Moirand, Rémi; Galvao, Filipe; Lecompte, Maxime; Poulet, Emmanuel; Haesebaert, Frédéric; Brunelin, Jerome",10.1016/j.psychres.2017.11.022,bvs
134,Randomized Trial of Interventions for Smoking Cessation Among Medicaid Beneficiaries With Mental Illness.,"Brunette, Mary F; Pratt, Sarah I; Bartels, Stephen J; Scherer, Emily A; Sigmon, Stacey C; Ferron, Joelle C; Santos, Meghan; Williams, Gail E; Kosydar, Samuel; Wolfe, Rosemarie S; Lotz, Doris; Capuchino, Kelley",10.1176/appi.ps.201700245,bvs
135,"A Homer 1 gene variant influences brain structure and function, lithium effects on white matter, and antidepressant response in bipolar disorder: A multimodal genetic imaging study.","Benedetti, Francesco; Poletti, Sara; Locatelli, Clara; Mazza, Elena; Lorenzi, Cristina; Vitali, Alice; Riberto, Martina; Brioschi, Silvia; Vai, Benedetta; Bollettini, Irene; Melloni, Elisa; Aggio, Veronica; Falini, Andrea; De Bartolomeis, Andrea; Colombo, Cristina",10.1016/j.pnpbp.2017.10.011,bvs
136,Right unilateral electroconvulsive therapy does not cause more cognitive impairment than pharmacologic treatment in treatment-resistant bipolar depression: A 6-month randomized controlled trial follow-up study.,"Bjoerke-Bertheussen, Jeanette; Schoeyen, Helle; Andreassen, Ole A; Malt, Ulrik F; Oedegaard, Ketil J; Morken, Gunnar; Sundet, Kjetil; Vaaler, Arne E; Auestad, Bjoern; Kessler, Ute",10.1111/bdi.12594,bvs
137,"[Group-based rehabilitative interventions in the Department of Mental Health of Viterbo, Italy]./ Interventi riabilitativi di gruppo nel Dipartimento di Salute Mentale di Viterbo.","Zucca, Catia; Ortolani, Elena; Frattarolo, Sonia; Aiello, Teresa; Travaglini, Giorgia; Cro, Francesco; Trisolini, Alberto",10.1708/2801.28347,bvs
138,"Associations between residual depressive symptoms, cognition, and functioning in patients with euthymic bipolar disorder: results from the FACE-BD cohort.","Roux, Paul; Raust, Aurélie; Cannavo, Anne-Sophie; Aubin, Valérie; Aouizerate, Bruno; Azorin, Jean-Michel; Bellivier, Frank; Belzeaux, Raoul; Bougerol, Thierry; Cussac, Iréna; Courtet, Philippe; Etain, Bruno; Gard, Sébastien; Job, Sophie; Kahn, Jean-Pierre; Leboyer, Marion; Olié, Emilie; Henry, Chantal; Passerieux, Christine",10.1192/bjp.bp.117.201335,bvs
139,CACNA1C polymorphisms Impact Cognitive Recovery in Patients with Bipolar Disorder in a Six-week Open-label Trial.,"Lin, Kangguang; Xu, Guiyun; Shi, Lingling; Lu, Weicong; Guan, Lijie; Ouyang, Huiyi; Chen, Kun; Dang, Yamei; Zhou, Libing; So, Kwok-Fai",10.1038/s41598-017-07368-5,bvs
140,"Neurofeedback, sham neurofeedback, and cognitive-behavioural group therapy in adults with attention-deficit hyperactivity disorder: a triple-blind, randomised, controlled trial.","Schönenberg, Michael; Wiedemann, Eva; Schneidt, Alexander; Scheeff, Jonathan; Logemann, Alexander; Keune, Philipp M; Hautzinger, Martin",10.1016/S2215-0366(17)30291-2,bvs
141,"Cognitive function, treatment response to lithium, and social functioning in Japanese patients with bipolar disorder.","Saito, Satoshi; Fujii, Kumiko; Ozeki, Yuji; Ohmori, Kenichi; Honda, Gyo; Mori, Harunobu; Kato, Kazuko; Kuroda, Jinichi; Aoki, Akiko; Asahi, Haruhiko; Sato, Hayato; Shimoda, Kazutaka; Akiyama, Kazufumi",10.1111/bdi.12521,bvs
142,Is a SIMPLe smartphone application capable of improving biological rhythms in bipolar disorder?,"Hidalgo-Mazzei, Diego; Reinares, María; Mateu, Ainoa; Juruena, Mario F; Young, Allan H; Pérez-Sola, Víctor; Vieta, Eduard; Colom, Francesc",10.1016/j.jad.2017.07.028,bvs
143,Disrupted implicit motor sequence learning in schizophrenia and bipolar disorder revealed with ambidextrous Serial Reaction Time Task.,"Chrobak, Adrian Andrzej; Siuda-Krzywicka, Katarzyna; Siwek, Grzegorz Przemyslaw; Tereszko, Anna; Janeczko, Weronika; Starowicz-Filip, Anna; Siwek, Marcin; Dudek, Dominika",10.1016/j.pnpbp.2017.06.025,bvs
144,Reducing the rate and duration of Re-ADMISsions among patients with unipolar disorder and bipolar disorder using smartphone-based monitoring and treatment - the RADMIS trials: study protocol for two randomized controlled trials.,"Faurholt-Jepsen, Maria; Frost, Mads; Martiny, Klaus; Tuxen, Nanna; Rosenberg, Nicole; Busk, Jonas; Winther, Ole; Bardram, Jakob Eyvind; Kessing, Lars Vedel",10.1186/s13063-017-2015-3,bvs
145,Transdiagnostic treatment of bipolar disorder and comorbid anxiety using the Unified Protocol for Emotional Disorders: A pilot feasibility and acceptability trial.,"Ellard, Kristen K; Bernstein, Emily E; Hearing, Casey; Baek, Ji Hyun; Sylvia, Louisa G; Nierenberg, Andrew A; Barlow, David H; Deckersbach, Thilo",10.1016/j.jad.2017.05.011,bvs
