PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29983124","Imagery-Focused Cognitive Therapy (ImCT) for Mood Instability and Anxiety in a Small Sample of Patients with Bipolar Disorder: a Pilot Clinical Audit","Hales SA, Di Simplicio M, Iyadurai L, Blackwell SE, Young K, Fairburn CG, Geddes JR, Goodwin GM, Holmes EA.","Behav Cogn Psychother. 2018 Nov;46(6):706-725. doi: 10.1017/S1352465818000334. Epub 2018 Jul 9.","Hales SA","Behav Cogn Psychother","2018","2018/07/10","PMC6140996","EMS77766","10.1017/S1352465818000334"
"25912192","Acceptance and Commitment Therapy and nicotine patch for smokers with bipolar disorder: preliminary evaluation of in-person and telephone-delivered treatment","Heffner JL, McClure JB, Mull KE, Anthenelli RM, Bricker JB.","Bipolar Disord. 2015 Aug;17(5):560-6. doi: 10.1111/bdi.12300. Epub 2015 Apr 25.","Heffner JL","Bipolar Disord","2015","2015/04/28","PMC4526426","NIHMS677651","10.1111/bdi.12300"
"20573223","LICAVAL: combination therapy in acute and maintenance treatment of bipolar disorder","Campos RN, Costa LF, Bio DS, Soeiro de Souza MG, Garcia CR, Demétrio FN, Moreno DH, Moreno RA.","Trials. 2010 Jun 23;11:72. doi: 10.1186/1745-6215-11-72.","Campos RN","Trials","2010","2010/06/25","PMC2902456","","10.1186/1745-6215-11-72"
"32388878","Response to 'Efficacy and safety of bright light therapy for bipolar depression'","Takeshima M, Utsumi T, Aoki Y, Wang Z, Suzuki M, Okajima I, Watanabe N, Watanabe K, Takaesu Y.","Psychiatry Clin Neurosci. 2020 Jul;74(7):410-411. doi: 10.1111/pcn.13010. Epub 2020 May 9.","Takeshima M","Psychiatry Clin Neurosci","2020","2020/05/11","","","10.1111/pcn.13010"
"19370262","[Interpersonal psychotherapy and social rhythm therapy for bipolar II disorder: treatment development and case examples]","Swartz HA, Frank E, Frankel D.","Sante Ment Que. 2008 Autumn;33(2):151-84. doi: 10.7202/019673ar.","Swartz HA","Sante Ment Que","2008","2009/04/17","","","10.7202/019673ar"
"30678686","A randomised controlled trial of a mitochondrial therapeutic target for bipolar depression: mitochondrial agents, N-acetylcysteine, and placebo","Berk M, Turner A, Malhi GS, Ng CH, Cotton SM, Dodd S, Samuni Y, Tanious M, McAulay C, Dowling N, Sarris J, Owen L, Waterdrinker A, Smith D, Dean OM.","BMC Med. 2019 Jan 25;17(1):18. doi: 10.1186/s12916-019-1257-1.","Berk M","BMC Med","2019","2019/01/26","PMC6346513","","10.1186/s12916-019-1257-1"
"30948585","Nutraceuticals and nutritional supplements for the treatment of bipolar disorder: protocol for a systematic review","Ashton MM, Berk M, Ng CH, Hopwood M, Kavanagh B, Williams LJ, Sarris J, Dean OM.","BMJ Open. 2019 Apr 4;9(4):e025640. doi: 10.1136/bmjopen-2018-025640.","Ashton MM","BMJ Open","2019","2019/04/06","PMC6500254","","10.1136/bmjopen-2018-025640"
"25515854","Hypersomnia subtypes, sleep and relapse in bipolar disorder","Kaplan KA, McGlinchey EL, Soehner A, Gershon A, Talbot LS, Eidelman P, Gruber J, Harvey AG.","Psychol Med. 2015 Jun;45(8):1751-63. doi: 10.1017/S0033291714002918. Epub 2014 Dec 17.","Kaplan KA","Psychol Med","2015","2014/12/18","PMC4412779","NIHMS659857","10.1017/S0033291714002918"
"27358214","Development and Evaluation of a Smartphone-Based Measure of Social Rhythms for Bipolar Disorder","Matthews M, Abdullah S, Murnane E, Voida S, Choudhury T, Gay G, Frank E.","Assessment. 2016 Aug;23(4):472-483. doi: 10.1177/1073191116656794.","Matthews M","Assessment","2016","2016/07/01","PMC6155452","NIHMS989092","10.1177/1073191116656794"
"28914726","Proinflammatory Cytokines, Mood, and Sleep in Interepisode Bipolar Disorder and Insomnia: A Pilot Study With Implications for Psychosocial Interventions","Dolsen MR, Soehner AM, Harvey AG.","Psychosom Med. 2018 Jan;80(1):87-94. doi: 10.1097/PSY.0000000000000529.","Dolsen MR","Psychosom Med","2018","2017/09/16","PMC5741462","NIHMS904803","10.1097/PSY.0000000000000529"
"30480855","The morbidity of subthreshold pediatric bipolar disorder: A systematic literature review and meta-analysis","Vaudreuil CAH, Faraone SV, Di Salvo M, Wozniak JR, Wolenski RA, Carrellas NW, Biederman J.","Bipolar Disord. 2019 Feb;21(1):16-27. doi: 10.1111/bdi.12734. Epub 2018 Dec 19.","Vaudreuil CAH","Bipolar Disord","2019","2018/11/28","PMC6393204","NIHMS998751","10.1111/bdi.12734"
"22070469","Mindfulness-based cognitive therapy for nonremitted patients with bipolar disorder","Deckersbach T, Hölzel BK, Eisner LR, Stange JP, Peckham AD, Dougherty DD, Rauch SL, Lazar S, Nierenberg AA.","CNS Neurosci Ther. 2012 Feb;18(2):133-41. doi: 10.1111/j.1755-5949.2011.00236.x. Epub 2011 Apr 2.","Deckersbach T","CNS Neurosci Ther","2012","2011/11/11","PMC3738005","NIHMS499277","10.1111/j.1755-5949.2011.00236.x"
"26476489","A clinical measure of suicidal ideation, suicidal behavior, and associated symptoms in bipolar disorder: Psychometric properties of the Concise Health Risk Tracking Self-Report (CHRT-SR)","Ostacher MJ, Nierenberg AA, Rabideau D, Reilly-Harrington NA, Sylvia LG, Gold AK, Shesler LW, Ketter TA, Bowden CL, Calabrese JR, Friedman ES, Iosifescu DV, Thase ME, Leon AC, Trivedi MH.","J Psychiatr Res. 2015 Dec;71:126-33. doi: 10.1016/j.jpsychires.2015.10.004. Epub 2015 Oct 9.","Ostacher MJ","J Psychiatr Res","2015","2015/10/19","PMC6778403","NIHMS1052915","10.1016/j.jpsychires.2015.10.004"
"32349118","The association between lithium use and neurocognitive performance in patients with bipolar disorder","Burdick KE, Millett CE, Russo M, Alda M, Alliey-Rodriguez N, Anand A, Balaraman Y, Berrettini W, Bertram H, Calabrese JR, Calkin C, Conroy C, Coryell W, DeModena A, Feeder S, Fisher C, Frazier N, Frye M, Gao K, Garnham J, Gershon ES, Glazer K, Goes FS, Goto T, Harrington GJ, Jakobsen P, Kamali M, Kelly M, Leckband S, Løberg EM, Lohoff FW, Maihofer AX, McCarthy MJ, McInnis M, Morken G, Nievergelt CM, Nurnberger J, Oedegaard KJ, Ortiz A, Ritchey M, Ryan K, Schinagle M, Schwebel C, Shaw M, Shilling P, Slaney C, Stapp E, Tarwater B, Zandi P, Kelsoe JR.","Neuropsychopharmacology. 2020 Sep;45(10):1743-1749. doi: 10.1038/s41386-020-0683-2. Epub 2020 Apr 29.","Burdick KE","Neuropsychopharmacology","2020","2020/04/30","PMC7419515","","10.1038/s41386-020-0683-2"
"22108398","Mindfulness-based cognitive therapy for bipolar disorder: effects on cognitive functioning","Stange JP, Eisner LR, Hölzel BK, Peckham AD, Dougherty DD, Rauch SL, Nierenberg AA, Lazar S, Deckersbach T.","J Psychiatr Pract. 2011 Nov;17(6):410-9. doi: 10.1097/01.pra.0000407964.34604.03.","Stange JP","J Psychiatr Pract","2011","2011/11/24","PMC3277324","NIHMS349024","10.1097/01.pra.0000407964.34604.03"
"30340143","Smokers with bipolar disorder, other affective disorders, and no mental health conditions: Comparison of baseline characteristics and success at quitting in a large 12-month behavioral intervention randomized trial","Heffner JL, Mull KE, Watson NL, McClure JB, Bricker JB.","Drug Alcohol Depend. 2018 Dec 1;193:35-41. doi: 10.1016/j.drugalcdep.2018.08.034. Epub 2018 Oct 10.","Heffner JL","Drug Alcohol Depend","2018","2018/10/20","PMC6239897","NIHMS1509886","10.1016/j.drugalcdep.2018.08.034"
"28098430","Behavioral and Electrophysiological Alterations for Reinforcement Learning in Manic and Euthymic Patients with Bipolar Disorder","Ryu V, Ha RY, Lee SJ, Ha K, Cho HS.","CNS Neurosci Ther. 2017 Mar;23(3):248-256. doi: 10.1111/cns.12671. Epub 2017 Jan 18.","Ryu V","CNS Neurosci Ther","2017","2017/01/19","PMC6492753","","10.1111/cns.12671"
"28577505","Transdiagnostic treatment of bipolar disorder and comorbid anxiety using the Unified Protocol for Emotional Disorders: A pilot feasibility and acceptability trial","Ellard KK, Bernstein EE, Hearing C, Baek JH, Sylvia LG, Nierenberg AA, Barlow DH, Deckersbach T.","J Affect Disord. 2017 Sep;219:209-221. doi: 10.1016/j.jad.2017.05.011. Epub 2017 May 10.","Ellard KK","J Affect Disord","2017","2017/06/04","PMC5571649","NIHMS881035","10.1016/j.jad.2017.05.011"
"28376919","Eye movement desensitization and reprocessing therapy versus supportive therapy in affective relapse prevention in bipolar patients with a history of trauma: study protocol for a randomized controlled trial","Moreno-Alcázar A, Radua J, Landín-Romero R, Blanco L, Madre M, Reinares M, Comes M, Jiménez E, Crespo JM, Vieta E, Pérez V, Novo P, Doñate M, Cortizo R, Valiente-Gómez A, Lupo W, McKenna PJ, Pomarol-Clotet E, Amann BL.","Trials. 2017 Apr 4;18(1):160. doi: 10.1186/s13063-017-1910-y.","Moreno-Alcázar A","Trials","2017","2017/04/06","PMC5379519","","10.1186/s13063-017-1910-y"
"20064125","Interactions between bipolar disorder and antisocial personality disorder in trait impulsivity and severity of illness","Swann AC, Lijffijt M, Lane SD, Steinberg JL, Moeller FG.","Acta Psychiatr Scand. 2010 Jun;121(6):453-61. doi: 10.1111/j.1600-0447.2009.01528.x. Epub 2010 Jan 7.","Swann AC","Acta Psychiatr Scand","2010","2010/01/13","PMC2911146","NIHMS219712","10.1111/j.1600-0447.2009.01528.x"
"21443571","Criminal conviction, impulsivity, and course of illness in bipolar disorder","Swann AC, Lijffijt M, Lane SD, Kjome KL, Steinberg JL, Moeller FG.","Bipolar Disord. 2011 Mar;13(2):173-81. doi: 10.1111/j.1399-5618.2011.00900.x.","Swann AC","Bipolar Disord","2011","2011/03/30","PMC3151155","NIHMS312009","10.1111/j.1399-5618.2011.00900.x"
"26135596","Cognitive remediation: potential novel brain-based treatment for bipolar disorder in children and adolescents","Dickstein DP, Cushman GK, Kim KL, Weissman AB, Wegbreit E.","CNS Spectr. 2015 Aug;20(4):382-90. doi: 10.1017/S109285291500036X.","Dickstein DP","CNS Spectr","2015","2015/07/03","PMC4722947","NIHMS688143","10.1017/S109285291500036X"
"34751022","Can you get off the rollercoaster? Psychotherapeutic interventions in bipolar disorder","Erdelyi-Hamza B, Elek L, Gonda X.","Neuropsychopharmacol Hung. 2021 Sep 1;23(3):296-307.","Erdelyi-Hamza B","Neuropsychopharmacol Hung","2021","2021/11/09","","",""
"30326960","The clinical and cost effectiveness of adapted dialectical behaviour therapy (DBT) for bipolar mood instability in primary care (ThrIVe-B programme): a feasibility study","Wright K, Dodd A, Warren FC, Medina-Lara A, Taylor R, Jones S, Owens C, Javaid M, Dunn B, Harvey JE, Newbold A, Lynch T.","Trials. 2018 Oct 16;19(1):560. doi: 10.1186/s13063-018-2926-7.","Wright K","Trials","2018","2018/10/18","PMC6192204","","10.1186/s13063-018-2926-7"
"23457426","Concurrent Treatment of Substance Abuse, Child Neglect, Bipolar Disorder, Post-Traumatic Stress Disorder, and Domestic Violence: A Case Examination Involving Family Behavior Therapy","Donohue BC, Romero V, Herdzik K, Lapota H, Al RA, Allen DN, Azrin NH, Van Hasselt VB.","Clin Case Stud. 2010 Apr 1;9(2):106-124. doi: 10.1177/1534650109351928. Epub 2009 Oct 24.","Donohue BC","Clin Case Stud","2010","2013/03/05","PMC3583562","NIHMS414502","10.1177/1534650109351928"
"19573999","A ""community-friendly"" version of integrated group therapy for patients with bipolar disorder and substance dependence: a randomized controlled trial","Weiss RD, Griffin ML, Jaffee WB, Bender RE, Graff FS, Gallop RJ, Fitzmaurice GM.","Drug Alcohol Depend. 2009 Oct 1;104(3):212-9. doi: 10.1016/j.drugalcdep.2009.04.018. Epub 2009 Jul 1.","Weiss RD","Drug Alcohol Depend","2009","2009/07/04","PMC2735139","NIHMS129341","10.1016/j.drugalcdep.2009.04.018"
"34735517","Adverse or therapeutic? A mixed-methods study investigating adverse effects of Mindfulness-Based Cognitive Therapy in bipolar disorder","Hanssen I, Scheepbouwer V, Huijbers M, Regeer E, Lochmann van Bennekom M, Kupka R, Speckens A.","PLoS One. 2021 Nov 4;16(11):e0259167. doi: 10.1371/journal.pone.0259167. eCollection 2021.","Hanssen I","PLoS One","2021","2021/11/04","PMC8568103","","10.1371/journal.pone.0259167"
"30605431","Is impulsivity in part a lithium deficiency state?","Giotakos O.","Psychiatriki. 2018 Jul-Sep;29(3):264-270. doi: 10.22365/jpsych.2018.293.264.","Giotakos O","Psychiatriki","2018","2019/01/04","","","10.22365/jpsych.2018.293.264"
"23829436","Suicidal ideation and suicide attempts in children and adolescents with bipolar disorder: a systematic review of prevalence and incidence rates, correlates, and targeted interventions","Hauser M, Galling B, Correll CU.","Bipolar Disord. 2013 Aug;15(5):507-23. doi: 10.1111/bdi.12094. Epub 2013 Jul 5.","Hauser M","Bipolar Disord","2013","2013/07/09","PMC3737391","NIHMS486212","10.1111/bdi.12094"
"30414554","Do bipolar disorder soft signs impact outcomes following Transcranial Magnetic Stimulation (TMS) therapy for depression?","Bennett E, Almeida JRC, Carpenter LL.","J Affect Disord. 2019 Feb 15;245:237-240. doi: 10.1016/j.jad.2018.10.367. Epub 2018 Nov 2.","Bennett E","J Affect Disord","2019","2018/11/11","PMC6791126","NIHMS1512044","10.1016/j.jad.2018.10.367"
"22801288","Family-focused treatment for children and adolescents with bipolar disorder","Miklowitz DJ.","Isr J Psychiatry Relat Sci. 2012;49(2):95-101.","Miklowitz DJ","Isr J Psychiatry Relat Sci","2012","2012/07/18","PMC3869947","NIHMS537425",""
"26297513","Investigating the underlying mechanisms of aberrant behaviors in bipolar disorder from patients to models: Rodent and human studies","van Enkhuizen J, Geyer MA, Minassian A, Perry W, Henry BL, Young JW.","Neurosci Biobehav Rev. 2015 Nov;58:4-18. doi: 10.1016/j.neubiorev.2015.08.008. Epub 2015 Aug 19.","van Enkhuizen J","Neurosci Biobehav Rev","2015","2015/08/23","PMC4684462","NIHMS719754","10.1016/j.neubiorev.2015.08.008"
"31328702","Cost-Effectiveness Evaluations of Psychological Therapies for Schizophrenia and Bipolar Disorder: A Systematic Review","Shields GE, Buck D, Elvidge J, Hayhurst KP, Davies LM.","Int J Technol Assess Health Care. 2019;35(4):317-326. doi: 10.1017/S0266462319000448. Epub 2019 Jul 22.","Shields GE","Int J Technol Assess Health Care","2019","2019/07/23","PMC6707812","EMS83346","10.1017/S0266462319000448"
"21768611","Treatment of suicide attempters with bipolar disorder: a randomized clinical trial comparing lithium and valproate in the prevention of suicidal behavior","Oquendo MA, Galfalvy HC, Currier D, Grunebaum MF, Sher L, Sullivan GM, Burke AK, Harkavy-Friedman J, Sublette ME, Parsey RV, Mann JJ.","Am J Psychiatry. 2011 Oct;168(10):1050-6. doi: 10.1176/appi.ajp.2011.11010163. Epub 2011 Jul 18.","Oquendo MA","Am J Psychiatry","2011","2011/07/20","PMC3767999","NIHMS511136","10.1176/appi.ajp.2011.11010163"
"25617964","Trajectories of medication attitudes and adherence behavior change in non-adherent bipolar patients","Levin JB, Tatsuoka C, Cassidy KA, Aebi ME, Sajatovic M.","Compr Psychiatry. 2015 Apr;58:29-36. doi: 10.1016/j.comppsych.2014.11.023. Epub 2014 Dec 27.","Levin JB","Compr Psychiatry","2015","2015/01/26","PMC4369431","NIHMS651920","10.1016/j.comppsych.2014.11.023"
"24433249","Cognitive behavioral therapy for insomnia in euthymic bipolar disorder: study protocol for a randomized controlled trial","Steinan MK, Krane-Gartiser K, Langsrud K, Sand T, Kallestad H, Morken G.","Trials. 2014 Jan 16;15:24. doi: 10.1186/1745-6215-15-24.","Steinan MK","Trials","2014","2014/01/18","PMC3903553","","10.1186/1745-6215-15-24"
"24909246","Suicide in bipolar disorder: a review","Latalova K, Kamaradova D, Prasko J.","Psychiatr Danub. 2014 Jun;26(2):108-14.","Latalova K","Psychiatr Danub","2014","2014/06/10","","",""
"22677298","Neuroprotective and neurogenesis agent for treating bipolar II disorder: add-on memantine to mood stabilizer works","Lu RB, Chen SL, Lee SY, Chang YH, Chen SH, Chu CH, Tzeng NS, Lee IH, Chen PS, Yeh TL, Huang SY, Yang YK, Hong JS.","Med Hypotheses. 2012 Aug;79(2):280-3. doi: 10.1016/j.mehy.2012.04.042. Epub 2012 Jun 5.","Lu RB","Med Hypotheses","2012","2012/06/09","PMC3622707","NIHMS451844","10.1016/j.mehy.2012.04.042"
"32861841","Longitudinal trajectories of mood symptoms and global functioning in youth at high risk for bipolar disorder","Weintraub MJ, Schneck CD, Walshaw PD, Chang KD, Sullivan AE, Singh MK, Miklowitz DJ.","J Affect Disord. 2020 Dec 1;277:394-401. doi: 10.1016/j.jad.2020.08.018. Epub 2020 Aug 13.","Weintraub MJ","J Affect Disord","2020","2020/08/31","PMC7572604","NIHMS1621777","10.1016/j.jad.2020.08.018"
"26325453","Psychosocial Treatment of Bipolar Disorder: Clinician Knowledge, Common Approaches, and Barriers to Effective Treatment","Stein BD, Celedonia KL, Swartz HA, Burns RM, Sorbero MJ, Brindley RA, Frank E.","Psychiatr Serv. 2015 Dec 1;66(12):1361-4. doi: 10.1176/appi.ps.201400004. Epub 2015 Sep 1.","Stein BD","Psychiatr Serv","2015","2015/09/02","PMC4666793","NIHMS692473","10.1176/appi.ps.201400004"
"32167792","Effects of Fish Oil Monotherapy on Depression and Prefrontal Neurochemistry in Adolescents at High Risk for Bipolar I Disorder: A 12-Week Placebo-Controlled Proton Magnetic Resonance Spectroscopy Trial","McNamara RK, Strawn JR, Tallman MJ, Welge JA, Patino LR, Blom TJ, DelBello MP.","J Child Adolesc Psychopharmacol. 2020 Jun;30(5):293-305. doi: 10.1089/cap.2019.0124. Epub 2020 Mar 11.","McNamara RK","J Child Adolesc Psychopharmacol","2020","2020/03/14","PMC7310320","","10.1089/cap.2019.0124"
"29351507","""I Smoke Like This to Suppress These Issues That Are Flaws of My Character"": Challenges and Facilitators of Cessation Among Smokers With Bipolar Disorder","Heffner JL, Watson NL, McClure JB, Anthenelli RM, Hohl S, Bricker JB.","J Dual Diagn. 2018 Jan-Mar;14(1):32-39. doi: 10.1080/15504263.2017.1390278. Epub 2018 Jan 19.","Heffner JL","J Dual Diagn","2018","2018/01/20","PMC5995156","NIHMS972224","10.1080/15504263.2017.1390278"
"33339712","Central levels of tryptophan metabolites in subjects with bipolar disorder","Trepci A, Sellgren CM, Pålsson E, Brundin L, Khanlarkhani N, Schwieler L, Landén M, Erhardt S.","Eur Neuropsychopharmacol. 2021 Feb;43:52-62. doi: 10.1016/j.euroneuro.2020.11.018. Epub 2020 Dec 16.","Trepci A","Eur Neuropsychopharmacol","2021","2020/12/19","","","10.1016/j.euroneuro.2020.11.018"
"34129186","Role of thyroid hormone therapy in depressive disorders","Bauer M, Whybrow PC.","J Endocrinol Invest. 2021 Nov;44(11):2341-2347. doi: 10.1007/s40618-021-01600-w. Epub 2021 Jun 15.","Bauer M","J Endocrinol Invest","2021","2021/06/15","PMC8502157","","10.1007/s40618-021-01600-w"
"28619114","Reducing the rate and duration of Re-ADMISsions among patients with unipolar disorder and bipolar disorder using smartphone-based monitoring and treatment - the RADMIS trials: study protocol for two randomized controlled trials","Faurholt-Jepsen M, Frost M, Martiny K, Tuxen N, Rosenberg N, Busk J, Winther O, Bardram JE, Kessing LV.","Trials. 2017 Jun 15;18(1):277. doi: 10.1186/s13063-017-2015-3.","Faurholt-Jepsen M","Trials","2017","2017/06/17","PMC5472886","","10.1186/s13063-017-2015-3"
"17903393","A systematic review and economic model of the clinical effectiveness and cost-effectiveness of interventions for preventing relapse in people with bipolar disorder","Soares-Weiser K, Bravo Vergel Y, Beynon S, Dunn G, Barbieri M, Duffy S, Geddes J, Gilbody S, Palmer S, Woolacott N.","Health Technol Assess. 2007 Oct;11(39):iii-iv, ix-206. doi: 10.3310/hta11390.","Soares-Weiser K","Health Technol Assess","2007","2007/10/02","","","10.3310/hta11390"
