index	name	author	DOI	base
90	A Homer 1 gene variant influences brain structure and function, lithium effects on white matter, and antidepressant response in bipolar disorder: A multimodal genetic imaging study.	Benedetti, Francesco; Poletti, Sara; Locatelli, Clara; Mazza, Elena; Lorenzi, Cristina; Vitali, Alice; Riberto, Martina; Brioschi, Silvia; Vai, Benedetta; Bollettini, Irene; Melloni, Elisa; Aggio, Veronica; Falini, Andrea; De Bartolomeis, Andrea; Colombo, Cristina	10.1016/j.pnpbp.2017.10.011	bvs
91	Right unilateral electroconvulsive therapy does not cause more cognitive impairment than pharmacologic treatment in treatment-resistant bipolar depression: A 6-month randomized controlled trial follow-up study.	Bjoerke-Bertheussen, Jeanette; Schoeyen, Helle; Andreassen, Ole A; Malt, Ulrik F; Oedegaard, Ketil J; Morken, Gunnar; Sundet, Kjetil; Vaaler, Arne E; Auestad, Bjoern; Kessler, Ute	10.1111/bdi.12594	bvs
92	[Group-based rehabilitative interventions in the Department of Mental Health of Viterbo, Italy]./ Interventi riabilitativi di gruppo nel Dipartimento di Salute Mentale di Viterbo.	Zucca, Catia; Ortolani, Elena; Frattarolo, Sonia; Aiello, Teresa; Travaglini, Giorgia; Cro, Francesco; Trisolini, Alberto	10.1708/2801.28347	bvs
93	Associations between residual depressive symptoms, cognition, and functioning in patients with euthymic bipolar disorder: results from the FACE-BD cohort.	Roux, Paul; Raust, Aurélie; Cannavo, Anne-Sophie; Aubin, Valérie; Aouizerate, Bruno; Azorin, Jean-Michel; Bellivier, Frank; Belzeaux, Raoul; Bougerol, Thierry; Cussac, Iréna; Courtet, Philippe; Etain, Bruno; Gard, Sébastien; Job, Sophie; Kahn, Jean-Pierre; Leboyer, Marion; Olié, Emilie; Henry, Chantal; Passerieux, Christine	10.1192/bjp.bp.117.201335	bvs
94	CACNA1C polymorphisms Impact Cognitive Recovery in Patients with Bipolar Disorder in a Six-week Open-label Trial.	Lin, Kangguang; Xu, Guiyun; Shi, Lingling; Lu, Weicong; Guan, Lijie; Ouyang, Huiyi; Chen, Kun; Dang, Yamei; Zhou, Libing; So, Kwok-Fai	10.1038/s41598-017-07368-5	bvs
95	Neurofeedback, sham neurofeedback, and cognitive-behavioural group therapy in adults with attention-deficit hyperactivity disorder: a triple-blind, randomised, controlled trial.	Schönenberg, Michael; Wiedemann, Eva; Schneidt, Alexander; Scheeff, Jonathan; Logemann, Alexander; Keune, Philipp M; Hautzinger, Martin	10.1016/S2215-0366(17)30291-2	bvs
96	Cognitive function, treatment response to lithium, and social functioning in Japanese patients with bipolar disorder.	Saito, Satoshi; Fujii, Kumiko; Ozeki, Yuji; Ohmori, Kenichi; Honda, Gyo; Mori, Harunobu; Kato, Kazuko; Kuroda, Jinichi; Aoki, Akiko; Asahi, Haruhiko; Sato, Hayato; Shimoda, Kazutaka; Akiyama, Kazufumi	10.1111/bdi.12521	bvs
97	Is a SIMPLe smartphone application capable of improving biological rhythms in bipolar disorder?	Hidalgo-Mazzei, Diego; Reinares, María; Mateu, Ainoa; Juruena, Mario F; Young, Allan H; Pérez-Sola, Víctor; Vieta, Eduard; Colom, Francesc	10.1016/j.jad.2017.07.028	bvs
98	Disrupted implicit motor sequence learning in schizophrenia and bipolar disorder revealed with ambidextrous Serial Reaction Time Task.	Chrobak, Adrian Andrzej; Siuda-Krzywicka, Katarzyna; Siwek, Grzegorz Przemyslaw; Tereszko, Anna; Janeczko, Weronika; Starowicz-Filip, Anna; Siwek, Marcin; Dudek, Dominika	10.1016/j.pnpbp.2017.06.025	bvs
99	Reducing the rate and duration of Re-ADMISsions among patients with unipolar disorder and bipolar disorder using smartphone-based monitoring and treatment - the RADMIS trials: study protocol for two randomized controlled trials.	Faurholt-Jepsen, Maria; Frost, Mads; Martiny, Klaus; Tuxen, Nanna; Rosenberg, Nicole; Busk, Jonas; Winther, Ole; Bardram, Jakob Eyvind; Kessing, Lars Vedel	10.1186/s13063-017-2015-3	bvs
100	Trans-falcine and contralateral sub-frontal electrode placement in pediatric epilepsy surgery: technical note.	Pindrik, Jonathan; Hoang, Nguyen; Tubbs, R Shane; Rocque, Brandon J; Rozzelle, Curtis J	10.1007/s00381-017-3469-z	bvs
101	[Impact of a Multimodal Intervention on the Psychological Profile of Schizophrenic and Bipolar I Patients: A Study of PRISMA Program]./ Efecto de una intervención multimodal en el perfil psicológico de pacientes con Esquizofrenia y TAB tipo I: Estudio del Programa PRISMA.	Díaz-Zuluaga, Ana María; Vargas, Cristian; Duica, Kelly; Richard, Shanel; Palacio, Juan David; Agudelo Berruecos, Yuli; Ospina, Sigifredo; López-Jaramillo, Carlos	10.1016/j.rcp.2016.03.003	bvs
102	Adverse effects of obesity on cognitive functions in individuals at ultra high risk for bipolar disorder: Results from the global mood and brain science initiative.	McIntyre, Roger S; Mansur, Rodrigo B; Lee, Yena; Japiassú, Letícia; Chen, Kun; Lu, Rui; Lu, Weicong; Chen, Xiaodong; Li, Ting; Xu, Guiyun; Lin, Kangguang	10.1111/bdi.12491	bvs
103	Brief Behavioral Therapy for Pediatric Anxiety and Depression in Primary Care: A Randomized Clinical Trial.	Weersing, V Robin; Brent, David A; Rozenman, Michelle S; Gonzalez, Araceli; Jeffreys, Megan; Dickerson, John F; Lynch, Frances L; Porta, Giovanna; Iyengar, Satish	10.1001/jamapsychiatry.2017.0429	bvs
104	Cognitive sequelae of lithium intoxication: a case report.	Frisch, Stefan; Grünwald, Frank; Friedrichs, Benedikt	10.1017/S1041610217000540	bvs
105	The Child Network for Parents to Track Their Child's Mood and Behavior.	Post, Robert M; Rowe, Michael; Kaplan, Dana; Findling, Robert	10.1089/cap.2017.0002	bvs
106	Lithium and Heart Block in an Adolescent Boy.	Rice, Presenter Timothy; Kufert, Yael; Luber, Maxwell J; Coffey, Barbara J	10.1089/cap.2017.29130.bjc	bvs
107	Predictors of tobacco abstinence in outpatient smokers with schizophrenia or bipolar disorder treated with varenicline and cognitive behavioral smoking cessation therapy.	Schuster, Randi M; Cather, Corinne; Pachas, Gladys N; Zhang, Haiyue; Cieslak, Kristina M; Hoeppner, Susanne S; Schoenfeld, David; Evins, A Eden	10.1016/j.addbeh.2017.02.028	bvs
108	The predictive role of daily cognitive stimulation on executive functions in bipolar disorder.	Cotrena, Charles; Damiani Branco, Laura; Ponsoni, André; Milman Shansis, Flávio; Kochhann, Renata; Paz Fonseca, Rochele	10.1016/j.psychres.2017.03.011	bvs
109	La klave de RE©". Psicoeducación y terapia cognitiva para la recuperación de la esquizofrenia/ No disponible"	Ugas Ballester, Lídia		bvs
110	Course of neurocognitive function in first treatment bipolar I disorder: One-year follow-up study.	Demmo, Christine; Lagerberg, Trine Vik; Aminoff, Sofie R; Hellvin, Tone; Kvitland, Levi R; Simonsen, Carmen; Haatveit, Beathe; Andreassen, Ole A; Melle, Ingrid; Ueland, Torill	10.1016/j.psychres.2016.12.048	bvs
111	Psychosocial therapies for the adjunctive treatment of bipolar disorder in adults: network meta-analysis.	Chatterton, Mary Lou; Stockings, Emily; Berk, Michael; Barendregt, Jan J; Carter, Rob; Mihalopoulos, Cathrine	10.1192/bjp.bp.116.195321	bvs
112	Treatment of Functional Impairment in Patients with Bipolar Disorder.	Sanchez-Moreno, Jose; Martinez-Aran, Anabel; Vieta, Eduard	10.1007/s11920-017-0752-3	bvs
113	[Psychotherapic interventions for bipolar disorder in children and adolescents]./ Interventions psychothérapiques dans le trouble bipolaire chez l'enfant et l'adolescent.	Bailly, D	10.1016/j.encep.2016.03.016	bvs
114	Concomitant Anticonvulsants With Bitemporal Electroconvulsive Therapy: A Randomized Controlled Trial With Clinical and Neurobiological Application.	Rakesh, Gopalkumar; Thirthalli, Jagadisha; Kumar, Channaveerachari Naveen; Muralidharan, Kesavan; Phutane, Vivek H; Gangadhar, Bangalore N	10.1097/YCT.0000000000000357	bvs
115	Lithium and cognition in those with bipolar disorder.	Paterson, Amelia; Parker, Gordon	10.1097/YIC.0000000000000152	bvs
116	Cognitive effects of creatine monohydrate adjunctive therapy in patients with bipolar depression: Results from a randomized, double-blind, placebo-controlled trial.	Toniolo, Ricardo Alexandre; Fernandes, Francy de Brito Ferreira; Silva, Michelle; Dias, Rodrigo da Silva; Lafer, Beny	10.1016/j.jad.2016.11.029	bvs
117	Maintenance pharmacotherapy normalizes the relapse curve in recently abstinent tobacco smokers with schizophrenia and bipolar disorder.	Evins, A Eden; Hoeppner, Susanne S; Schoenfeld, David A; Hoeppner, Bettina B; Cather, Corinne; Pachas, Gladys N; Cieslak, Kristina M; Maravic, Melissa Culhane	10.1016/j.schres.2016.11.018	bvs
118	Effects of childhood trauma on working memory in affective and non-affective psychotic disorders.	Quidé, Yann; O'Reilly, Nicole; Rowland, Jesseca E; Carr, Vaughan J; Elzinga, Bernet M; Green, Melissa J	10.1007/s11682-016-9548-z	bvs
119	The correlation between plasma brain-derived neurotrophic factor and cognitive function in bipolar disorder is modulated by the BDNF Val66Met polymorphism.	Lee, Sheng-Yu; Wang, Tzu-Yun; Chen, Shiou-Lan; Chang, Yun-Hsuan; Chen, Po-See; Huang, San-Yuan; Tzeng, Nian-Sheng; Wang, Liang-Jen; Lee, I Hui; Chen, Kao Chin; Yang, Yen Kuang; Yang, Yi-Hsin; Lu, Ru-Band; Chen, Cheng-Sheng	10.1038/srep37950	bvs
120	Exercising control over bipolar disorder.	Malhi, Gin S; Byrow, Yulisha	10.1136/eb-2016-102430	bvs
121	A preliminary longitudinal study on the cognitive and functional outcome of bipolar excellent lithium responders.	Mora, E; Portella, M J; Forcada, I; Vieta, E; Mur, M	10.1016/j.comppsych.2016.07.008	bvs
122	Outcome of cognitive-behavioral therapy for relatives of people with severe mental disorders/ Resultados de la terapia cognitivo-conductual para familiares de personas con trastorno mental severo	Polo-López, Rocío; Salaberria, Karmele; Cruz-Sáez, María Soledad; Echeburua, Enrique	10.7334/psicothema2015.172	bvs
123	Levels of mania and cognitive performance two years after ECT in patients with bipolar I disorder - results from a follow-up study.	Haghighi, Mohammad; Barikani, Reza; Jahangard, Leila; Ahmadpanah, Mohammad; Bajoghli, Hafez; Sadeghi Bahmani, Dena; Holsboer-Trachsler, Edith; Brand, Serge	10.1016/j.comppsych.2016.05.009	bvs
124	Psychoeducational and Cognitive Behavioral Treatment Programs: Implementation and Evaluation From 1995 to 2015 in Kraepelin's Former Hospital.	Schaub, Annette; Hippius, Hanns; Möller, Hans-Jürgen; Falkai, Peter	10.1093/schbul/sbw057	bvs
125	Cost and Outcome of Behavioural Activation versus Cognitive Behavioural Therapy for Depression (COBRA): a randomised, controlled, non-inferiority trial.	Richards, David A; Ekers, David; McMillan, Dean; Taylor, Rod S; Byford, Sarah; Warren, Fiona C; Barrett, Barbara; Farrand, Paul A; Gilbody, Simon; Kuyken, Willem; O'Mahen, Heather; Watkins, Ed R; Wright, Kim A; Hollon, Steven D; Reed, Nigel; Rhodes, Shelley; Fletcher, Emily; Finning, Katie	10.1016/S0140-6736(16)31140-0	bvs
126	Outcome of cognitive-behavioral therapy for relatives of people with severe mental disorders.	Polo-López, Rocío; Salaberria, Karmele; Cruz-Sáez, María S; Echeburua, Enrique	10.7334/psicothema2015.172	bvs
127	The effect of erythropoietin on cognition in affective disorders - Associations with baseline deficits and change in subjective cognitive complaints.	Ott, Caroline Vintergaard; Vinberg, Maj; Kessing, Lars V; Miskowiak, Kamilla W	10.1016/j.euroneuro.2016.05.009	bvs
128	[Impression Formation in the Diagnosis and Treatment of Mental Disorders]./ Der allgemeine Eindruck (Impression Formation)" in der Diagnostik und Therapie psychischer Störungen."	Linden, Michael; Dymke, Tina; Hüttner, Susanne; Schnaubelt, Sabine	10.1055/s-0042-101414	bvs
129	Empirically supported psychosocial interventions for bipolar disorder: Current state of the research.	Salcedo, Stephanie; Gold, Alexandra K; Sheikh, Sana; Marcus, Peter H; Nierenberg, Andrew A; Deckersbach, Thilo; Sylvia, Louisa G	10.1016/j.jad.2016.05.018	bvs
130	Electrophysiological correlates of bilateral and unilateral repetitive transcranial magnetic stimulation in patients with bipolar depression.	Kazemi, Reza; Rostami, Reza; Khomami, Sanaz; Horacek, Jiri; Brunovsky, Martin; Novak, Tomas; Fitzgerald, Paul B	10.1016/j.psychres.2016.04.061	bvs
131	Acute risk factors for suicide attempts and death: prospective findings from the STEP-BD study.	Ballard, Elizabeth D; Vande Voort, Jennifer L; Luckenbaugh, David A; Machado-Vieira, Rodrigo; Tohen, Mauricio; Zarate, Carlos A	10.1111/bdi.12397	bvs
132	Determinants of subjective well-being in people with psychosis referred for psychological therapy in South London.	Broyd, Annabel; Jolley, Suzanne; Johns, Louise	10.1111/bjc.12112	bvs
133	Psychosocial treatments in bipolar disorder.	Jauhar, Sameer; McKenna, Peter J; Laws, Keith R	10.1016/S2215-0366(16)00100-0	bvs
134	Interaction between COMT rs5993883 and second generation antipsychotics is linked to decreases in verbal cognition and cognitive control in bipolar disorder.	Flowers, Stephanie A; Ryan, Kelly A; Lai, Zongshan; McInnis, Melvin G; Ellingrod, Vicki L	10.1186/s40359-016-0118-3	bvs
135	The Lithium Battery: assessing the neurocognitive profile of lithium in bipolar disorder.	Malhi, Gin S; McAulay, Claire; Gershon, Samuel; Gessler, Danielle; Fritz, Kristina; Das, Pritha; Outhred, Tim	10.1111/bdi.12375	bvs
136	Psychological interventions for adults with bipolar disorder: systematic review and meta-analysis.	Oud, Matthijs; Mayo-Wilson, Evan; Braidwood, Ruth; Schulte, Peter; Jones, Steven H; Morriss, Richard; Kupka, Ralph; Cuijpers, Pim; Kendall, Tim	10.1192/bjp.bp.114.157123	bvs
137	Cognitive remediation versus active computer control in bipolar disorder with psychosis: study protocol for a randomized controlled trial.	Lewandowski, Kathryn Eve; Sperry, Sarah H; Ongur, Dost; Cohen, Bruce M; Norris, Lesley A; Keshavan, Matcheri S	10.1186/s13063-016-1275-7	bvs
138	Oxford Lithium Trial (OxLith) of the early affective, cognitive, neural and biochemical effects of lithium carbonate in bipolar disorder: study protocol for a randomised controlled trial.	Saunders, Kate E A; Cipriani, Andrea; Rendell, Jennifer; Attenburrow, Mary-Jane; Nelissen, Natalie; Bilderbeck, Amy C; Vasudevan, Sridhar R; Churchill, Grant; Goodwin, Guy M; Nobre, Anna C; Harmer, Catherine J; Harrison, Paul J; Geddes, John R	10.1186/s13063-016-1230-7	bvs
139	History of psychosis and previous episodes as potential explanatory factors for neurocognitive impairment in first-treatment bipolar I disorder.	Demmo, Christine; Lagerberg, Trine Vik; Aminoff, Sofie R; Hellvin, Tone; Kvitland, Levi R; Simonsen, Carmen; Andreassen, Ole A; Melle, Ingrid; Ueland, Torill	10.1111/bdi.12377	bvs
140	Comparative analysis of affective temperament in patients with difficult-to-treat and easy-to-treat major depression and bipolar disorder: Possible application in clinical settings.	Takeshima, Minoru; Oka, Takashi	10.1016/j.comppsych.2016.01.001	bvs
141	Clinical correlates of sustained response to individual drugs used in naturalistic treatment of patients with bipolar disorder.	Post, Robert M; Leverich, Gabriele S; Kupka, Ralph; Keck, Paul E; McElroy, Susan L; Altshuler, Lori L; Frye, Mark A; Rowe, Michael; Grunze, Heinz; Suppes, Trisha; Nolen, Willem A	10.1016/j.comppsych.2016.01.009	bvs
142	Understanding migraine and psychiatric comorbidity.	Seng, Elizabeth K; Seng, Cynthia D	10.1097/WCO.0000000000000309	bvs
143	Low compliance to pharmacological treatment is linked to cognitive impairment in euthymic phase of bipolar disorder.	Fuentes, Ileana; Rizo-Méndez, Alfredo; Jarne-Esparcia, Adolfo	10.1016/j.jad.2016.02.005	bvs
144	Interventions for comorbid problem gambling and psychiatric disorders: Advancing a developing field of research.	Dowling, N A; Merkouris, S S; Lorains, F K	10.1016/j.addbeh.2016.02.012	bvs
145	Can Emotional and Behavioral Dysregulation in Youth Be Decoded from Functional Neuroimaging?	Portugal, Liana C L; Rosa, Maria João; Rao, Anil; Bebko, Genna; Bertocci, Michele A; Hinze, Amanda K; Bonar, Lisa; Almeida, Jorge R C; Perlman, Susan B; Versace, Amelia; Schirda, Claudiu; Travis, Michael; Gill, Mary Kay; Demeter, Christine; Diwadkar, Vaibhav A; Ciuffetelli, Gary; Rodriguez, Eric; Forbes, Erika E; Sunshine, Jeffrey L; Holland, Scott K; Kowatch, Robert A; Birmaher, Boris; Axelson, David; Horwitz, Sarah M; Arnold, Eugene L; Fristad, Mary A; Youngstrom, Eric A; Findling, Robert L; Pereira, Mirtes; Oliveira, Leticia; Phillips, Mary L; Mourao-Miranda, Janaina	10.1371/journal.pone.0117603	bvs
146	Applications of time-series analysis to mood fluctuations in bipolar disorder to promote treatment innovation: a case series.	Holmes, E A; Bonsall, M B; Hales, S A; Mitchell, H; Renner, F; Blackwell, S E; Watson, P; Goodwin, G M; Di Simplicio, M	10.1038/tp.2015.207	bvs
147	A pilot study of a combined group and individual functional remediation program for patients with bipolar I disorder.	Zyto, Susan; Jabben, Nienke; Schulte, Peter F J; Regeer, Barbara J; Kupka, Ralph W	10.1016/j.jad.2016.01.029	bvs
148	Comparative neurocognitive effects of lithium and anticonvulsants in long-term stable bipolar patients.	Sabater, Ana; García-Blanco, Ana C; Verdet, Hélade M; Sierra, Pilar; Ribes, Josep; Villar, Irene; Lara, Mª José; Arnal, Pilar; Rojo, Luis; Livianos, Lorenzo	10.1016/j.jad.2015.10.008	bvs
149	Functional remediation in bipolar disorder: 1-year follow-up of neurocognitive and functional outcome.	Bonnin, C M; Torrent, C; Arango, C; Amann, B L; Solé, B; González-Pinto, A; Crespo, J M; Tabarés-Seisdedos, R; Reinares, M; Ayuso-Mateos, J L; García-Portilla, M P; Ibañez, Á; Salamero, M; Vieta, E; Martinez-Aran, A	10.1192/bjp.bp.114.162123	bvs
150	Electroconvulsive therapy and cognitive functions in treatment-resistant depression.	Bodnar, Anna; Krzywotulski, Milosz; Lewandowska, Anna; Chlopocka-Wozniak, Maria; Bartkowska-Sniatkowska, Alicja; Michalak, Michal; Rybakowski, Janusz K	10.3109/15622975.2015.1091501	bvs
